id,tarih,ürün,ürün besin değeri,ürün kategorisi,ürün üretim yeri,market,şehir
33626,2024-09-01,sosis,120,süt ürünleri ve kahvaltılık,Yurt dışı,Y,G
33627,2024-09-01,tam buğday ekmek,250,süt ürünleri ve kahvaltılık,Yurt dışı,Y,G
33628,2024-09-01,kaymak,350,süt ürünleri ve kahvaltılık,Yurt dışı,Y,G
33629,2024-09-01,bal,400,süt ürünleri ve kahvaltılık,Yurt dışı,Y,G
33630,2024-09-01,tereyağ,375,süt ürünleri ve kahvaltılık,Yurt dışı,Y,G
33631,2024-09-01,Armut,57,meyve,Yurt dışı,Y,G
33632,2024-09-01,Çilek,39,meyve,Yurt dışı,Y,G
33633,2024-09-01,Elma,52,meyve,Yurt dışı,Y,G
33634,2024-09-01,Erik türleri,60,meyve,Yurt dışı,Y,G
33635,2024-09-01,İncir,80,meyve,Yurt dışı,Y,G
33636,2024-09-01,Karadut,93,meyve,Yurt dışı,Y,G
33637,2024-09-01,Karpuz,24,meyve,Yurt dışı,Y,G
33638,2024-09-01,Kavun,28,meyve,Yurt dışı,Y,G
33639,2024-09-01,Kayısı,54,meyve,Yurt dışı,Y,G
33640,2024-09-01,Kiraz,79,meyve,Yurt dışı,Y,G
33641,2024-09-01,Limon,17,meyve,Yurt dışı,Y,G
33642,2024-09-01,Mandalina,36,meyve,Yurt dışı,Y,G
33643,2024-09-01,Muz,90,meyve,Yurt dışı,Y,G
33644,2024-09-01,Nar,77,meyve,Yurt dışı,Y,G
33645,2024-09-01,Portakal,41,meyve,Yurt dışı,Y,G
33646,2024-09-01,Şeftali,49,meyve,Yurt dışı,Y,G
33647,2024-09-01,Üzüm,74,meyve,Yurt dışı,Y,G
33648,2024-09-01,Vişne,57,meyve,Yurt dışı,Y,G
33649,2024-09-01,fındık,110,kuruyemiş,Yurt dışı,Y,G
33650,2024-09-01,fıstık,115,kuruyemiş,Yurt dışı,Y,G
33651,2024-09-01,kaju,100,kuruyemiş,Yurt dışı,Y,G
33652,2024-09-01,badem,110,kuruyemiş,Yurt dışı,Y,G
33653,2024-09-01,ceviz,120,kuruyemiş,Yurt dışı,Y,G
33654,2024-09-01,kıyma,120,et,Yurt içi,K,H
33655,2024-09-01,tavuk,103,et,Yurt içi,K,H
33656,2024-09-01,hindi,160,et,Yurt içi,K,H
33657,2024-09-01,Bakla-kuru,354,sebze ve bakliyat,Yurt içi,K,H
33658,2024-09-01,Bakla-taze,72,sebze ve bakliyat,Yurt içi,K,H
33659,2024-09-01,Bamya,42,sebze ve bakliyat,Yurt içi,K,H
33660,2024-09-01,Barbunya-kuru,346,sebze ve bakliyat,Yurt içi,K,H
33661,2024-09-01,Bezelye-taze,47,sebze ve bakliyat,Yurt içi,K,H
33662,2024-09-01,Biber-yeşil,25,sebze ve bakliyat,Yurt içi,K,H
33663,2024-09-01,Brüksel laha.,47,sebze ve bakliyat,Yurt içi,K,H
33664,2024-09-01,Domates,25,sebze ve bakliyat,Yurt içi,K,H
33665,2024-09-01,Enginar,63,sebze ve bakliyat,Yurt içi,K,H
33666,2024-09-01,Fasulye-kuru,333,sebze ve bakliyat,Yurt içi,K,H
33667,2024-09-01,Fasulye-taze,35,sebze ve bakliyat,Yurt içi,K,H
33668,2024-09-01,Havuç,42,sebze ve bakliyat,Yurt içi,K,H
33669,2024-09-01,Salatalık,8,sebze ve bakliyat,Yurt içi,K,H
33670,2024-09-01,Ispanak,25,sebze ve bakliyat,Yurt içi,K,H
33671,2024-09-01,Kabak,19,sebze ve bakliyat,Yurt içi,K,H
33672,2024-09-01,Karnabahar,25,sebze ve bakliyat,Yurt içi,K,H
33673,2024-09-01,Kereviz-baş,38,sebze ve bakliyat,Yurt içi,K,H
33674,2024-09-01,Kırmızı-pancar,42,sebze ve bakliyat,Yurt içi,K,H
33675,2024-09-01,Lahana,24,sebze ve bakliyat,Yurt içi,K,H
33676,2024-09-01,Mantar,16,sebze ve bakliyat,Yurt içi,K,H
33677,2024-09-01,Marul,15,sebze ve bakliyat,Yurt içi,K,H
33678,2024-09-01,Mercimek-kuru,351,sebze ve bakliyat,Yurt içi,K,H
33679,2024-09-01,Nohut,376,sebze ve bakliyat,Yurt içi,K,H
33680,2024-09-01,Pancar,42,sebze ve bakliyat,Yurt içi,K,H
33681,2024-09-01,Patates,83,sebze ve bakliyat,Yurt içi,K,H
33682,2024-09-01,Patlıcan,24,sebze ve bakliyat,Yurt içi,K,H
33683,2024-09-01,Pazı,27,sebze ve bakliyat,Yurt içi,K,H
33684,2024-09-01,Pırasa,52,sebze ve bakliyat,Yurt içi,K,H
33685,2024-09-01,Semizotu,32,sebze ve bakliyat,Yurt içi,K,H
33686,2024-09-01,Buğday ekmeği,247,tahıl ve ürünleri,Yurt içi,K,H
33687,2024-09-01,Bulgur,350,tahıl ve ürünleri,Yurt içi,K,H
33688,2024-09-01,Erişte,390,tahıl ve ürünleri,Yurt içi,K,H
33689,2024-09-01,Makarna,390,tahıl ve ürünleri,Yurt içi,K,H
33690,2024-09-01,Mısır,351,tahıl ve ürünleri,Yurt içi,K,H
33691,2024-09-01,Mısır unu,353,tahıl ve ürünleri,Yurt içi,K,H
33692,2024-09-01,Nişasta,353,tahıl ve ürünleri,Yurt içi,K,H
33693,2024-09-01,Pilav,368,tahıl ve ürünleri,Yurt içi,K,H
33694,2024-09-01,Pirinç unu,353,tahıl ve ürünleri,Yurt içi,K,H
33695,2024-09-01,Şehriye,390,tahıl ve ürünleri,Yurt içi,K,H
33696,2024-09-01,Tarhana,329,tahıl ve ürünleri,Yurt içi,K,H
33697,2024-09-01,Yulaf unu,402,tahıl ve ürünleri,Yurt içi,K,H
33698,2024-09-01,yumurta,100,süt ürünleri ve kahvaltılık,Yurt içi,K,H
33699,2024-09-01,beyaz peynir,150,süt ürünleri ve kahvaltılık,Yurt içi,K,H
33700,2024-09-01,Kaşar peyniri,170,süt ürünleri ve kahvaltılık,Yurt içi,K,H
33701,2024-09-01,krema,200,süt ürünleri ve kahvaltılık,Yurt içi,K,H
33702,2024-09-01,yoğurt,90,süt ürünleri ve kahvaltılık,Yurt içi,K,H
33703,2024-09-01,sucuk,125,süt ürünleri ve kahvaltılık,Yurt içi,K,H
33704,2024-09-01,salam,125,süt ürünleri ve kahvaltılık,Yurt içi,K,H
33705,2024-09-01,sosis,120,süt ürünleri ve kahvaltılık,Yurt içi,K,H
33706,2024-09-01,tam buğday ekmek,250,süt ürünleri ve kahvaltılık,Yurt içi,K,H
33707,2024-09-01,kaymak,350,süt ürünleri ve kahvaltılık,Yurt içi,K,H
33708,2024-09-01,bal,400,süt ürünleri ve kahvaltılık,Yurt içi,K,H
33709,2024-09-01,tereyağ,375,süt ürünleri ve kahvaltılık,Yurt içi,K,H
33710,2024-09-01,Armut,57,meyve,Yurt içi,K,H
33711,2024-09-01,Çilek,39,meyve,Yurt içi,K,H
33712,2024-09-01,Elma,52,meyve,Yurt içi,K,H
33713,2024-09-01,Erik türleri,60,meyve,Yurt içi,K,H
33714,2024-09-01,İncir,80,meyve,Yurt içi,K,H
33715,2024-09-01,Karadut,93,meyve,Yurt içi,K,H
33716,2024-09-01,Karpuz,24,meyve,Yurt içi,K,H
33717,2024-09-01,Kavun,28,meyve,Yurt içi,K,H
33718,2024-09-01,Kayısı,54,meyve,Yurt içi,K,H
33719,2024-09-01,Kiraz,79,meyve,Yurt içi,K,H
33720,2024-09-01,Limon,17,meyve,Yurt içi,K,H
33721,2024-09-01,Mandalina,36,meyve,Yurt içi,K,H
33722,2024-09-01,Muz,90,meyve,Yurt içi,K,H
33723,2024-09-01,Nar,77,meyve,Yurt içi,K,H
33724,2024-09-01,Portakal,41,meyve,Yurt içi,K,H
33725,2024-09-01,Şeftali,49,meyve,Yurt içi,K,H
33726,2024-09-01,Üzüm,74,meyve,Yurt içi,K,H
33727,2024-09-01,Vişne,57,meyve,Yurt içi,K,H
33728,2024-09-01,fındık,110,kuruyemiş,Yurt içi,K,H
33729,2024-09-01,fıstık,115,kuruyemiş,Yurt içi,K,H
33730,2024-09-01,kaju,100,kuruyemiş,Yurt içi,K,H
33731,2024-09-01,badem,110,kuruyemiş,Yurt içi,K,H
33732,2024-09-01,ceviz,120,kuruyemiş,Yurt içi,K,H
33733,2024-09-01,kıyma,120,et,Yurt dışı,K,H
33734,2024-09-01,tavuk,103,et,Yurt dışı,K,H
33735,2024-09-01,hindi,160,et,Yurt dışı,K,H
33736,2024-09-01,Bakla-kuru,354,sebze ve bakliyat,Yurt dışı,K,H
33737,2024-09-01,Bakla-taze,72,sebze ve bakliyat,Yurt dışı,K,H
33738,2024-09-01,Bamya,42,sebze ve bakliyat,Yurt dışı,K,H
33739,2024-09-01,Barbunya-kuru,346,sebze ve bakliyat,Yurt dışı,K,H
33740,2024-09-01,Bezelye-taze,47,sebze ve bakliyat,Yurt dışı,K,H
33741,2024-09-01,Biber-yeşil,25,sebze ve bakliyat,Yurt dışı,K,H
33742,2024-09-01,Brüksel laha.,47,sebze ve bakliyat,Yurt dışı,K,H
33743,2024-09-01,Domates,25,sebze ve bakliyat,Yurt dışı,K,H
33744,2024-09-01,Enginar,63,sebze ve bakliyat,Yurt dışı,K,H
33745,2024-09-01,Fasulye-kuru,333,sebze ve bakliyat,Yurt dışı,K,H
33746,2024-09-01,Fasulye-taze,35,sebze ve bakliyat,Yurt dışı,K,H
33747,2024-09-01,Havuç,42,sebze ve bakliyat,Yurt dışı,K,H
33748,2024-09-01,Salatalık,8,sebze ve bakliyat,Yurt dışı,K,H
33749,2024-09-01,Ispanak,25,sebze ve bakliyat,Yurt dışı,K,H
33750,2024-09-01,Kabak,19,sebze ve bakliyat,Yurt dışı,K,H
33751,2024-09-01,Karnabahar,25,sebze ve bakliyat,Yurt dışı,K,H
33752,2024-09-01,Kereviz-baş,38,sebze ve bakliyat,Yurt dışı,K,H
33753,2024-09-01,Kırmızı-pancar,42,sebze ve bakliyat,Yurt dışı,K,H
33754,2024-09-01,Lahana,24,sebze ve bakliyat,Yurt dışı,K,H
33755,2024-09-01,Mantar,16,sebze ve bakliyat,Yurt dışı,K,H
33756,2024-09-01,Marul,15,sebze ve bakliyat,Yurt dışı,K,H
33757,2024-09-01,Mercimek-kuru,351,sebze ve bakliyat,Yurt dışı,K,H
33758,2024-09-01,Nohut,376,sebze ve bakliyat,Yurt dışı,K,H
33759,2024-09-01,Pancar,42,sebze ve bakliyat,Yurt dışı,K,H
33760,2024-09-01,Patates,83,sebze ve bakliyat,Yurt dışı,K,H
33761,2024-09-01,Patlıcan,24,sebze ve bakliyat,Yurt dışı,K,H
33762,2024-09-01,Pazı,27,sebze ve bakliyat,Yurt dışı,K,H
33763,2024-09-01,Pırasa,52,sebze ve bakliyat,Yurt dışı,K,H
33764,2024-09-01,Semizotu,32,sebze ve bakliyat,Yurt dışı,K,H
33765,2024-09-01,Buğday ekmeği,247,tahıl ve ürünleri,Yurt dışı,K,H
33766,2024-09-01,Bulgur,350,tahıl ve ürünleri,Yurt dışı,K,H
33767,2024-09-01,Erişte,390,tahıl ve ürünleri,Yurt dışı,K,H
33768,2024-09-01,Makarna,390,tahıl ve ürünleri,Yurt dışı,K,H
33769,2024-09-01,Mısır,351,tahıl ve ürünleri,Yurt dışı,K,H
33770,2024-09-01,Mısır unu,353,tahıl ve ürünleri,Yurt dışı,K,H
33771,2024-09-01,Nişasta,353,tahıl ve ürünleri,Yurt dışı,K,H
33772,2024-09-01,Pilav,368,tahıl ve ürünleri,Yurt dışı,K,H
33773,2024-09-01,Pirinç unu,353,tahıl ve ürünleri,Yurt dışı,K,H
33774,2024-09-01,Şehriye,390,tahıl ve ürünleri,Yurt dışı,K,H
33775,2024-09-01,Tarhana,329,tahıl ve ürünleri,Yurt dışı,K,H
33776,2024-09-01,Yulaf unu,402,tahıl ve ürünleri,Yurt dışı,K,H
33777,2024-09-01,yumurta,100,süt ürünleri ve kahvaltılık,Yurt dışı,K,H
33778,2024-09-01,beyaz peynir,150,süt ürünleri ve kahvaltılık,Yurt dışı,K,H
33779,2024-09-01,Kaşar peyniri,170,süt ürünleri ve kahvaltılık,Yurt dışı,K,H
33780,2024-09-01,krema,200,süt ürünleri ve kahvaltılık,Yurt dışı,K,H
33781,2024-09-01,yoğurt,90,süt ürünleri ve kahvaltılık,Yurt dışı,K,H
33782,2024-09-01,sucuk,125,süt ürünleri ve kahvaltılık,Yurt dışı,K,H
33783,2024-09-01,salam,125,süt ürünleri ve kahvaltılık,Yurt dışı,K,H
33784,2024-09-01,sosis,120,süt ürünleri ve kahvaltılık,Yurt dışı,K,H
33785,2024-09-01,tam buğday ekmek,250,süt ürünleri ve kahvaltılık,Yurt dışı,K,H
33786,2024-09-01,kaymak,350,süt ürünleri ve kahvaltılık,Yurt dışı,K,H
33787,2024-09-01,bal,400,süt ürünleri ve kahvaltılık,Yurt dışı,K,H
33788,2024-09-01,tereyağ,375,süt ürünleri ve kahvaltılık,Yurt dışı,K,H
33789,2024-09-01,Armut,57,meyve,Yurt dışı,K,H
33790,2024-09-01,Çilek,39,meyve,Yurt dışı,K,H
33791,2024-09-01,Elma,52,meyve,Yurt dışı,K,H
33792,2024-09-01,Erik türleri,60,meyve,Yurt dışı,K,H
33793,2024-09-01,İncir,80,meyve,Yurt dışı,K,H
33794,2024-09-01,Karadut,93,meyve,Yurt dışı,K,H
33795,2024-09-01,Karpuz,24,meyve,Yurt dışı,K,H
33796,2024-09-01,Kavun,28,meyve,Yurt dışı,K,H
33797,2024-09-01,Kayısı,54,meyve,Yurt dışı,K,H
33798,2024-09-01,Kiraz,79,meyve,Yurt dışı,K,H
33799,2024-09-01,Limon,17,meyve,Yurt dışı,K,H
33800,2024-09-01,Mandalina,36,meyve,Yurt dışı,K,H
33801,2024-09-01,Muz,90,meyve,Yurt dışı,K,H
33802,2024-09-01,Nar,77,meyve,Yurt dışı,K,H
33803,2024-09-01,Portakal,41,meyve,Yurt dışı,K,H
33804,2024-09-01,Şeftali,49,meyve,Yurt dışı,K,H
33805,2024-09-01,Üzüm,74,meyve,Yurt dışı,K,H
33806,2024-09-01,Vişne,57,meyve,Yurt dışı,K,H
33807,2024-09-01,fındık,110,kuruyemiş,Yurt dışı,K,H
33808,2024-09-01,fıstık,115,kuruyemiş,Yurt dışı,K,H
33809,2024-09-01,kaju,100,kuruyemiş,Yurt dışı,K,H
33810,2024-09-01,badem,110,kuruyemiş,Yurt dışı,K,H
33811,2024-09-01,ceviz,120,kuruyemiş,Yurt dışı,K,H
33812,2024-09-01,kıyma,120,et,Yurt içi,C,H
33813,2024-09-01,tavuk,103,et,Yurt içi,C,H
33814,2024-09-01,hindi,160,et,Yurt içi,C,H
33815,2024-09-01,Bakla-kuru,354,sebze ve bakliyat,Yurt içi,C,H
33816,2024-09-01,Bakla-taze,72,sebze ve bakliyat,Yurt içi,C,H
33817,2024-09-01,Bamya,42,sebze ve bakliyat,Yurt içi,C,H
33818,2024-09-01,Barbunya-kuru,346,sebze ve bakliyat,Yurt içi,C,H
33819,2024-09-01,Bezelye-taze,47,sebze ve bakliyat,Yurt içi,C,H
33820,2024-09-01,Biber-yeşil,25,sebze ve bakliyat,Yurt içi,C,H
33821,2024-09-01,Brüksel laha.,47,sebze ve bakliyat,Yurt içi,C,H
33822,2024-09-01,Domates,25,sebze ve bakliyat,Yurt içi,C,H
33823,2024-09-01,Enginar,63,sebze ve bakliyat,Yurt içi,C,H
33824,2024-09-01,Fasulye-kuru,333,sebze ve bakliyat,Yurt içi,C,H
33825,2024-09-01,Fasulye-taze,35,sebze ve bakliyat,Yurt içi,C,H
33826,2024-09-01,Havuç,42,sebze ve bakliyat,Yurt içi,C,H
33827,2024-09-01,Salatalık,8,sebze ve bakliyat,Yurt içi,C,H
33828,2024-09-01,Ispanak,25,sebze ve bakliyat,Yurt içi,C,H
33829,2024-09-01,Kabak,19,sebze ve bakliyat,Yurt içi,C,H
33830,2024-09-01,Karnabahar,25,sebze ve bakliyat,Yurt içi,C,H
33831,2024-09-01,Kereviz-baş,38,sebze ve bakliyat,Yurt içi,C,H
33832,2024-09-01,Kırmızı-pancar,42,sebze ve bakliyat,Yurt içi,C,H
33833,2024-09-01,Lahana,24,sebze ve bakliyat,Yurt içi,C,H
33834,2024-09-01,Mantar,16,sebze ve bakliyat,Yurt içi,C,H
33835,2024-09-01,Marul,15,sebze ve bakliyat,Yurt içi,C,H
33836,2024-09-01,Mercimek-kuru,351,sebze ve bakliyat,Yurt içi,C,H
33837,2024-09-01,Nohut,376,sebze ve bakliyat,Yurt içi,C,H
33838,2024-09-01,Pancar,42,sebze ve bakliyat,Yurt içi,C,H
33839,2024-09-01,Patates,83,sebze ve bakliyat,Yurt içi,C,H
33840,2024-09-01,Patlıcan,24,sebze ve bakliyat,Yurt içi,C,H
33841,2024-09-01,Pazı,27,sebze ve bakliyat,Yurt içi,C,H
33842,2024-09-01,Pırasa,52,sebze ve bakliyat,Yurt içi,C,H
33843,2024-09-01,Semizotu,32,sebze ve bakliyat,Yurt içi,C,H
33844,2024-09-01,Buğday ekmeği,247,tahıl ve ürünleri,Yurt içi,C,H
33845,2024-09-01,Bulgur,350,tahıl ve ürünleri,Yurt içi,C,H
33846,2024-09-01,Erişte,390,tahıl ve ürünleri,Yurt içi,C,H
33847,2024-09-01,Makarna,390,tahıl ve ürünleri,Yurt içi,C,H
33848,2024-09-01,Mısır,351,tahıl ve ürünleri,Yurt içi,C,H
33849,2024-09-01,Mısır unu,353,tahıl ve ürünleri,Yurt içi,C,H
33850,2024-09-01,Nişasta,353,tahıl ve ürünleri,Yurt içi,C,H
33851,2024-09-01,Pilav,368,tahıl ve ürünleri,Yurt içi,C,H
33852,2024-09-01,Pirinç unu,353,tahıl ve ürünleri,Yurt içi,C,H
33853,2024-09-01,Şehriye,390,tahıl ve ürünleri,Yurt içi,C,H
33854,2024-09-01,Tarhana,329,tahıl ve ürünleri,Yurt içi,C,H
33855,2024-09-01,Yulaf unu,402,tahıl ve ürünleri,Yurt içi,C,H
33856,2024-09-01,yumurta,100,süt ürünleri ve kahvaltılık,Yurt içi,C,H
33857,2024-09-01,beyaz peynir,150,süt ürünleri ve kahvaltılık,Yurt içi,C,H
33858,2024-09-01,Kaşar peyniri,170,süt ürünleri ve kahvaltılık,Yurt içi,C,H
33859,2024-09-01,krema,200,süt ürünleri ve kahvaltılık,Yurt içi,C,H
33860,2024-09-01,yoğurt,90,süt ürünleri ve kahvaltılık,Yurt içi,C,H
33861,2024-09-01,sucuk,125,süt ürünleri ve kahvaltılık,Yurt içi,C,H
33862,2024-09-01,salam,125,süt ürünleri ve kahvaltılık,Yurt içi,C,H
33863,2024-09-01,sosis,120,süt ürünleri ve kahvaltılık,Yurt içi,C,H
33864,2024-09-01,tam buğday ekmek,250,süt ürünleri ve kahvaltılık,Yurt içi,C,H
33865,2024-09-01,kaymak,350,süt ürünleri ve kahvaltılık,Yurt içi,C,H
33866,2024-09-01,bal,400,süt ürünleri ve kahvaltılık,Yurt içi,C,H
33867,2024-09-01,tereyağ,375,süt ürünleri ve kahvaltılık,Yurt içi,C,H
33868,2024-09-01,Armut,57,meyve,Yurt içi,C,H
33869,2024-09-01,Çilek,39,meyve,Yurt içi,C,H
33870,2024-09-01,Elma,52,meyve,Yurt içi,C,H
33871,2024-09-01,Erik türleri,60,meyve,Yurt içi,C,H
33872,2024-09-01,İncir,80,meyve,Yurt içi,C,H
33873,2024-09-01,Karadut,93,meyve,Yurt içi,C,H
33874,2024-09-01,Karpuz,24,meyve,Yurt içi,C,H
33875,2024-09-01,Kavun,28,meyve,Yurt içi,C,H
33876,2024-09-01,Kayısı,54,meyve,Yurt içi,C,H
33877,2024-09-01,Kiraz,79,meyve,Yurt içi,C,H
33878,2024-09-01,Limon,17,meyve,Yurt içi,C,H
33879,2024-09-01,Mandalina,36,meyve,Yurt içi,C,H
33880,2024-09-01,Muz,90,meyve,Yurt içi,C,H
33881,2024-09-01,Nar,77,meyve,Yurt içi,C,H
33882,2024-09-01,Portakal,41,meyve,Yurt içi,C,H
33883,2024-09-01,Şeftali,49,meyve,Yurt içi,C,H
33884,2024-09-01,Üzüm,74,meyve,Yurt içi,C,H
33885,2024-09-01,Vişne,57,meyve,Yurt içi,C,H
33886,2024-09-01,fındık,110,kuruyemiş,Yurt içi,C,H
33887,2024-09-01,fıstık,115,kuruyemiş,Yurt içi,C,H
33888,2024-09-01,kaju,100,kuruyemiş,Yurt içi,C,H
33889,2024-09-01,badem,110,kuruyemiş,Yurt içi,C,H
33890,2024-09-01,ceviz,120,kuruyemiş,Yurt içi,C,H
33891,2024-09-01,kıyma,120,et,Yurt dışı,C,H
33892,2024-09-01,tavuk,103,et,Yurt dışı,C,H
33893,2024-09-01,hindi,160,et,Yurt dışı,C,H
33894,2024-09-01,Bakla-kuru,354,sebze ve bakliyat,Yurt dışı,C,H
33895,2024-09-01,Bakla-taze,72,sebze ve bakliyat,Yurt dışı,C,H
33896,2024-09-01,Bamya,42,sebze ve bakliyat,Yurt dışı,C,H
33897,2024-09-01,Barbunya-kuru,346,sebze ve bakliyat,Yurt dışı,C,H
33898,2024-09-01,Bezelye-taze,47,sebze ve bakliyat,Yurt dışı,C,H
33899,2024-09-01,Biber-yeşil,25,sebze ve bakliyat,Yurt dışı,C,H
33900,2024-09-01,Brüksel laha.,47,sebze ve bakliyat,Yurt dışı,C,H
33901,2024-09-01,Domates,25,sebze ve bakliyat,Yurt dışı,C,H
33902,2024-09-01,Enginar,63,sebze ve bakliyat,Yurt dışı,C,H
33903,2024-09-01,Fasulye-kuru,333,sebze ve bakliyat,Yurt dışı,C,H
33904,2024-09-01,Fasulye-taze,35,sebze ve bakliyat,Yurt dışı,C,H
33905,2024-09-01,Havuç,42,sebze ve bakliyat,Yurt dışı,C,H
33906,2024-09-01,Salatalık,8,sebze ve bakliyat,Yurt dışı,C,H
33907,2024-09-01,Ispanak,25,sebze ve bakliyat,Yurt dışı,C,H
33908,2024-09-01,Kabak,19,sebze ve bakliyat,Yurt dışı,C,H
33909,2024-09-01,Karnabahar,25,sebze ve bakliyat,Yurt dışı,C,H
33910,2024-09-01,Kereviz-baş,38,sebze ve bakliyat,Yurt dışı,C,H
33911,2024-09-01,Kırmızı-pancar,42,sebze ve bakliyat,Yurt dışı,C,H
33912,2024-09-01,Lahana,24,sebze ve bakliyat,Yurt dışı,C,H
33913,2024-09-01,Mantar,16,sebze ve bakliyat,Yurt dışı,C,H
33914,2024-09-01,Marul,15,sebze ve bakliyat,Yurt dışı,C,H
33915,2024-09-01,Mercimek-kuru,351,sebze ve bakliyat,Yurt dışı,C,H
33916,2024-09-01,Nohut,376,sebze ve bakliyat,Yurt dışı,C,H
33917,2024-09-01,Pancar,42,sebze ve bakliyat,Yurt dışı,C,H
33918,2024-09-01,Patates,83,sebze ve bakliyat,Yurt dışı,C,H
33919,2024-09-01,Patlıcan,24,sebze ve bakliyat,Yurt dışı,C,H
33920,2024-09-01,Pazı,27,sebze ve bakliyat,Yurt dışı,C,H
33921,2024-09-01,Pırasa,52,sebze ve bakliyat,Yurt dışı,C,H
33922,2024-09-01,Semizotu,32,sebze ve bakliyat,Yurt dışı,C,H
33923,2024-09-01,Buğday ekmeği,247,tahıl ve ürünleri,Yurt dışı,C,H
33924,2024-09-01,Bulgur,350,tahıl ve ürünleri,Yurt dışı,C,H
33925,2024-09-01,Erişte,390,tahıl ve ürünleri,Yurt dışı,C,H
33926,2024-09-01,Makarna,390,tahıl ve ürünleri,Yurt dışı,C,H
33927,2024-09-01,Mısır,351,tahıl ve ürünleri,Yurt dışı,C,H
33928,2024-09-01,Mısır unu,353,tahıl ve ürünleri,Yurt dışı,C,H
33929,2024-09-01,Nişasta,353,tahıl ve ürünleri,Yurt dışı,C,H
33930,2024-09-01,Pilav,368,tahıl ve ürünleri,Yurt dışı,C,H
33931,2024-09-01,Pirinç unu,353,tahıl ve ürünleri,Yurt dışı,C,H
33932,2024-09-01,Şehriye,390,tahıl ve ürünleri,Yurt dışı,C,H
33933,2024-09-01,Tarhana,329,tahıl ve ürünleri,Yurt dışı,C,H
33934,2024-09-01,Yulaf unu,402,tahıl ve ürünleri,Yurt dışı,C,H
33935,2024-09-01,yumurta,100,süt ürünleri ve kahvaltılık,Yurt dışı,C,H
33936,2024-09-01,beyaz peynir,150,süt ürünleri ve kahvaltılık,Yurt dışı,C,H
33937,2024-09-01,Kaşar peyniri,170,süt ürünleri ve kahvaltılık,Yurt dışı,C,H
33938,2024-09-01,krema,200,süt ürünleri ve kahvaltılık,Yurt dışı,C,H
33939,2024-09-01,yoğurt,90,süt ürünleri ve kahvaltılık,Yurt dışı,C,H
33940,2024-09-01,sucuk,125,süt ürünleri ve kahvaltılık,Yurt dışı,C,H
33941,2024-09-01,salam,125,süt ürünleri ve kahvaltılık,Yurt dışı,C,H
33942,2024-09-01,sosis,120,süt ürünleri ve kahvaltılık,Yurt dışı,C,H
33943,2024-09-01,tam buğday ekmek,250,süt ürünleri ve kahvaltılık,Yurt dışı,C,H
33944,2024-09-01,kaymak,350,süt ürünleri ve kahvaltılık,Yurt dışı,C,H
33945,2024-09-01,bal,400,süt ürünleri ve kahvaltılık,Yurt dışı,C,H
33946,2024-09-01,tereyağ,375,süt ürünleri ve kahvaltılık,Yurt dışı,C,H
33947,2024-09-01,Armut,57,meyve,Yurt dışı,C,H
33948,2024-09-01,Çilek,39,meyve,Yurt dışı,C,H
33949,2024-09-01,Elma,52,meyve,Yurt dışı,C,H
33950,2024-09-01,Erik türleri,60,meyve,Yurt dışı,C,H
33951,2024-09-01,İncir,80,meyve,Yurt dışı,C,H
33952,2024-09-01,Karadut,93,meyve,Yurt dışı,C,H
33953,2024-09-01,Karpuz,24,meyve,Yurt dışı,C,H
33954,2024-09-01,Kavun,28,meyve,Yurt dışı,C,H
33955,2024-09-01,Kayısı,54,meyve,Yurt dışı,C,H
33956,2024-09-01,Kiraz,79,meyve,Yurt dışı,C,H
33957,2024-09-01,Limon,17,meyve,Yurt dışı,C,H
33958,2024-09-01,Mandalina,36,meyve,Yurt dışı,C,H
33959,2024-09-01,Muz,90,meyve,Yurt dışı,C,H
33960,2024-09-01,Nar,77,meyve,Yurt dışı,C,H
33961,2024-09-01,Portakal,41,meyve,Yurt dışı,C,H
33962,2024-09-01,Şeftali,49,meyve,Yurt dışı,C,H
33963,2024-09-01,Üzüm,74,meyve,Yurt dışı,C,H
33964,2024-09-01,Vişne,57,meyve,Yurt dışı,C,H
33965,2024-09-01,fındık,110,kuruyemiş,Yurt dışı,C,H
33966,2024-09-01,fıstık,115,kuruyemiş,Yurt dışı,C,H
33967,2024-09-01,kaju,100,kuruyemiş,Yurt dışı,C,H
33968,2024-09-01,badem,110,kuruyemiş,Yurt dışı,C,H
33969,2024-09-01,ceviz,120,kuruyemiş,Yurt dışı,C,H
33970,2024-09-01,kıyma,120,et,Yurt içi,Y,H
33971,2024-09-01,tavuk,103,et,Yurt içi,Y,H
33972,2024-09-01,hindi,160,et,Yurt içi,Y,H
33973,2024-09-01,Bakla-kuru,354,sebze ve bakliyat,Yurt içi,Y,H
33974,2024-09-01,Bakla-taze,72,sebze ve bakliyat,Yurt içi,Y,H
33975,2024-09-01,Bamya,42,sebze ve bakliyat,Yurt içi,Y,H
33976,2024-09-01,Barbunya-kuru,346,sebze ve bakliyat,Yurt içi,Y,H
33977,2024-09-01,Bezelye-taze,47,sebze ve bakliyat,Yurt içi,Y,H
33978,2024-09-01,Biber-yeşil,25,sebze ve bakliyat,Yurt içi,Y,H
33979,2024-09-01,Brüksel laha.,47,sebze ve bakliyat,Yurt içi,Y,H
33980,2024-09-01,Domates,25,sebze ve bakliyat,Yurt içi,Y,H
